Device time,"Ambient air temperature (℃)","Average speed (km/h)","Barometric pressure (kPa)","Calculated boost (bar)","Distance travelled (km)","Distance travelled (total) (km)","Engine RPM (rpm)","Instant engine power (based on acceleration) (kW)","Intake manifold absolute pressure (kPa)","Vehicle acceleration (m_sec2)","Vehicle speed (km/h)",
18-09-2020 18:31:04.810,,,,0.19,,,,,119,,,
18-09-2020 18:31:04.856,,42.4974959433811,,,0.885836888,17.2603654901389,,290.34541059484,,-3.70106303151565,93,
18-09-2020 18:31:04.901,,,,,,,916,,,,,
18-09-2020 18:31:04.946,,,,0.18,,,,,118,,,
18-09-2020 18:31:04.990,,42.5842005458747,,,0.889233824472222,17.2637624266111,,264.672577169538,,-4.11450009552694,91,
18-09-2020 18:31:05.035,,,,,,,914,,,,,
18-09-2020 18:31:05.082,,,,0.16,,,,,116,,,
18-09-2020 18:31:05.126,,42.6682733221663,,,0.892606219888889,17.2671348220278,,248.222998443881,,-3.88627779599471,89,
18-09-2020 18:31:05.172,,,,,,,910,,,,,
18-09-2020 18:31:05.214,,,,0.15,,,,,115,,,
18-09-2020 18:31:05.260,,42.7488013592851,,,0.895882286333333,17.2704108884722,,242.889399050511,,-3.56300700444421,88,
18-09-2020 18:31:05.306,,,,,,,909,,,,,
18-09-2020 18:31:05.355,,,,0.14,,,,,114,,,
18-09-2020 18:31:05.403,,42.8281602469155,,,0.899234332166667,17.2737629343055,,210.021908220199,,-4.06222854792452,85,
18-09-2020 18:31:05.447,,,,,,,905,,,,,
18-09-2020 18:31:05.493,,,,0.13,,,,,113,,,
18-09-2020 18:31:05.536,,42.9005560938843,,,0.902341076833333,17.2768696789722,,207.480701573602,,-3.56410288526348,84,
18-09-2020 18:31:05.585,,,,,,,895,,,,,
18-09-2020 18:31:05.627,,,,0.13,,,,,113,,,
18-09-2020 18:31:05.672,,42.9727562063522,,,0.905490112972222,17.2800187151111,,205.170020601166,,-3.05242869847065,83,
18-09-2020 18:31:05.716,,,,,,,899,,,,,
18-09-2020 18:31:05.762,,,,0.12,,,,,112,,,
18-09-2020 18:31:05.807,,43.0381967191656,,,0.908474715194444,17.2830033173333,,169.76901659661,,-4.0696865450099,80,
18-09-2020 18:31:05.850,,,,,,,903,,,,,
18-09-2020 18:31:05.896,,,,0.12,,,,,112,,,
18-09-2020 18:31:05.962,,43.1115259585623,,,0.911882018111111,17.28641062025,,174.495993994392,,-2.98187894275216,79,
18-09-2020 18:31:06.006,,,,,,,899,,,,,
18-09-2020 18:31:06.052,,,,0.11,,,,,111,,,
18-09-2020 18:31:06.122,,43.1805853558474,,,0.915264638777778,17.2897932409167,,144.289148071068,,-3.79083671746066,76,
18-09-2020 18:31:06.166,,,,,,,899,,,,,
18-09-2020 18:31:06.213,,,,0.11,,,,,111,,,
18-09-2020 18:31:06.259,,43.2377078572192,,,0.918123807527778,17.2926524096667,,137.64313248564,,-3.78845717335747,75,
18-09-2020 18:31:06.308,,,,,,,899,,,,,
18-09-2020 18:31:06.355,,,,0.1,,,,,110,,,
18-09-2020 18:31:06.403,,43.2915863466904,,,0.920993143527778,17.2955217456667,,119.371525058457,,-3.72797093047564,72,
18-09-2020 18:31:06.450,,,,,,,900,,,,,
18-09-2020 18:31:06.555,,,,0.1,,,,,110,,,
18-09-2020 18:31:06.604,,43.3589958440572,,,0.924852196611111,17.29938079875,,96.2797482774379,,-4.32468593352307,69,
18-09-2020 18:31:06.651,,,,,,,900,,,,,
18-09-2020 18:31:06.701,,,,0.1,,,,,110,,,
18-09-2020 18:31:06.746,,43.4026396249808,,,0.927495367083333,17.3020239692222,,88.8317778048708,,-4.00537681784027,67,
18-09-2020 18:31:06.794,,,,,,,898,,,,,
18-09-2020 18:31:06.841,,,,0.1,,,,,110,,,
18-09-2020 18:31:06.890,,43.443034339326,,,0.930098288472222,17.3046268906111,,75.3253164808594,,-4.39985595223601,65,
18-09-2020 18:31:06.938,,,,,,,897,,,,,
18-09-2020 18:31:06.984,,,,0.09,,,,,109,,,
18-09-2020 18:31:07.030,,43.4766517821322,,,0.932507308805556,17.3070359109444,,61.652614058484,,-4.42738166968003,62,
18-09-2020 18:31:07.079,,,,,,,897,,,,,
18-09-2020 18:31:07.126,,,,0.09,,,,,109,,,
18-09-2020 18:31:07.173,,43.5070378906339,,,0.934878117138889,17.3094067192778,,53.7590894441864,,-4.39612381454125,60,
18-09-2020 18:31:07.238,,,,,,,897,,,,,
18-09-2020 18:31:07.282,,,,0.09,,,,,109,,,
18-09-2020 18:31:07.328,,43.5341066096629,,,0.937340477555556,17.3118690796944,,39.5922626659347,,-4.77448758289465,57,
18-09-2020 18:31:07.378,,,,,,,897,,,,,
18-09-2020 18:31:07.426,,,,0.09,,,,,109,,,
18-09-2020 18:31:07.472,,43.5573298613574,,,0.939591047555556,17.3141196496944,,40.0385333021099,,-4.29327461965451,56,
18-09-2020 18:31:07.519,,,,,,,896,,,,,
18-09-2020 18:31:07.566,,,,0.09,,,,,109,,,
18-09-2020 18:31:07.615,,43.5746418941902,,,0.941690951722222,17.3162195538611,,30.7398174590481,,-4.27324422650519,53,
18-09-2020 18:31:07.663,,,,,,,896,,,,,
18-09-2020 18:31:07.709,,,,0.09,,,,,109,,,
18-09-2020 18:31:07.887,,43.6005603443232,,,0.945552504555556,17.3200811066944,,30.7000617550307,,-3.4974152702187,51,
18-09-2020 18:31:08.166,,,,,,,895,,,,,
18-09-2020 18:31:08.372,,,,0.08,,,,,108,,,
18-09-2020 18:31:08.580,,43.5776746427537,,,0.953446707194444,17.3279753093333,,8.48372492549978,,-3.54926738950691,41,
18-09-2020 18:31:08.662,,,,,,,897,,,,,
18-09-2020 18:31:08.711,,,,0.08,,,,,108,,,
18-09-2020 18:31:08.759,,43.5628410534385,,,0.955277023194445,17.3298056253333,,-0.101791052365042,,-4.1026040722258,37,
18-09-2020 18:31:08.805,,,,,,,895,,,,,
18-09-2020 18:31:08.852,,,,0.08,,,,,108,,,
18-09-2020 18:31:08.896,,43.5480017237848,,,0.9566093225,17.3311379246389,,-1.23741033560666,,-3.9038576672233,35,
18-09-2020 18:31:08.942,,,,,,,895,,,,,
18-09-2020 18:31:08.987,,,,0.08,,,,,108,,,
18-09-2020 18:31:09.034,,43.5296177520965,,,0.95787491925,17.3324035213889,,-5.18943870996888,,-4.36095445593604,33,
18-09-2020 18:31:09.080,,,,,,,897,,,,,
18-09-2020 18:31:09.133,,,,0.08,,,,,108,,,
18-09-2020 18:31:09.200,,43.5034130182801,,,0.959304637527778,17.3338332396667,,-7.06964113013713,,-4.48023615503983,31,
18-09-2020 18:31:09.244,,,,,,,896,,,,,
18-09-2020 18:31:09.289,,,,0.08,,,,,108,,,
18-09-2020 18:31:09.336,,43.4804001034618,,,0.960433990027778,17.3349625921667,,-2.91046937915039,,-3.37091479558262,30,
18-09-2020 18:31:09.380,,,,,,,896,,,,,
18-09-2020 18:31:09.426,,,,0.08,,,,,108,,,
18-09-2020 18:31:09.470,,43.456011297326,,,0.961514668583334,17.3360432707222,,-1.62279342039368,,-2.9043705781684,29,
18-09-2020 18:31:09.517,,,,,,,895,,,,,
18-09-2020 18:31:09.564,,,,0.08,,,,,108,,,
18-09-2020 18:31:09.612,,43.4248791859183,,,0.962542516472222,17.3370711186111,,-4.94631898052738,,-3.36261420927012,26,
18-09-2020 18:31:09.655,,,,,,,893,,,,,
18-09-2020 18:31:09.700,,,,0.08,,,,,108,,,
18-09-2020 18:31:09.751,,43.3927205194663,,,0.963511358138889,17.3380399602778,,-4.09156268641405,,-3.02238602748522,25,
18-09-2020 18:31:09.802,,,,,,,895,,,,,
18-09-2020 18:31:09.847,,,,0.08,,,,,108,,,
18-09-2020 18:31:09.894,,43.3564995592355,,,0.964420050444445,17.3389486525833,,-6.19458587634072,,-3.48389451308911,23,
18-09-2020 18:31:09.939,,,,,,,894,,,,,
18-09-2020 18:31:09.988,,,,0.08,,,,,108,,,
18-09-2020 18:31:10.037,,43.3182532308361,,,0.9652979855,17.3398265876389,,-6.1641568670963,,-3.42653186729461,22,
18-09-2020 18:31:10.084,,,,,,,894,,,,,
18-09-2020 18:31:10.132,,,,0.08,,,,,108,,,
18-09-2020 18:31:10.183,,43.2771728062038,,,0.966160921,17.3406895231389,,-3.31446262129327,,-2.43232659335634,21,
18-09-2020 18:31:10.232,,,,,,,893,,,,,
18-09-2020 18:31:10.275,,,,0.08,,,,,108,,,
18-09-2020 18:31:10.322,,43.2359721144233,,,0.966882017444445,17.3414106195833,,-4.94997932915253,,-2.92051093521068,19,
18-09-2020 18:31:10.365,,,,,,,891,,,,,
18-09-2020 18:31:10.411,,,,0.08,,,,,108,,,
18-09-2020 18:31:10.456,,43.1957274854155,,,0.967588800027778,17.3421174021667,,-2.41082527231243,,-1.97470833064279,19,
18-09-2020 18:31:10.500,,,,,,,889,,,,,
18-09-2020 18:31:10.543,,,,0.08,,,,,108,,,
