Device time,"Ambient air temperature (℃)","Barometric pressure (kPa)","Fuel level input (L)","Instant engine power (based on acceleration) (kW)","Vehicle acceleration (m_sec2)","Vehicle speed (km/h)",
16-08-2020 20:45:51.263,,,,0,0,0,
16-08-2020 20:45:51.407,,,,0,0,0,
16-08-2020 20:45:51.545,,,,0,0,0,
16-08-2020 20:45:51.701,,,,0,0,0,
16-08-2020 20:45:51.845,,,,0,0,0,
16-08-2020 20:45:51.995,,,,0,0,0,
16-08-2020 20:45:52.124,,,,0,0,0,
16-08-2020 20:45:52.260,,,,0,0,0,
16-08-2020 20:45:52.492,,,,0,0,0,
16-08-2020 20:45:52.716,,,,0,0,0,
16-08-2020 20:45:52.940,,,,0,0,0,
16-08-2020 20:45:53.160,,,,0,0,0,
16-08-2020 20:45:53.395,,,,0,0,0,
16-08-2020 20:45:53.616,,,,0,0,0,
16-08-2020 20:45:53.842,,,,0,0,0,
16-08-2020 20:45:54.005,,,,0,0,0,
16-08-2020 20:45:54.143,,,,0,0,0,
16-08-2020 20:45:54.265,,,,0,0,0,
16-08-2020 20:45:54.411,,,,0,0,0,
16-08-2020 20:45:54.544,,,,0,0,0,
16-08-2020 20:45:54.694,,,,0,0,0,
16-08-2020 20:45:54.836,,,,0,0,0,
16-08-2020 20:45:54.965,,,,0,0,0,
16-08-2020 20:45:55.106,,,,0,0,0,
16-08-2020 20:45:55.248,,,,0,0,0,
16-08-2020 20:45:55.390,,,,0,0,0,
16-08-2020 20:45:55.541,,,,0,0,0,
16-08-2020 20:45:55.688,,,,0,0,0,
16-08-2020 20:45:55.838,,,,0,0,0,
16-08-2020 20:45:55.969,,,,0,0,0,
16-08-2020 20:45:56.118,,,,0,0,0,
16-08-2020 20:45:56.249,,,,0,0,0,
16-08-2020 20:45:56.383,,,,0,0,0,
16-08-2020 20:45:56.617,,,,0,0,0,
16-08-2020 20:45:56.841,,,,0,0,0,
16-08-2020 20:45:57.069,,,,0,0,0,
16-08-2020 20:45:57.298,,,,0,0,0,
16-08-2020 20:45:57.516,,,,0,0,0,
16-08-2020 20:45:57.741,,,,0,0,0,
16-08-2020 20:45:57.950,,,,0,0,0,
